Open time,Close,LogReturn,Volatility,Close_lag_7,Close_lag_14,Close_lag_21,Close_lag_28,target_t+1,target_t+2,target_t+3,target_t+4,target_t+5,target_t+6,target_t+7
2018-03-25,8470.15,-0.00901574596303241,0.8880111035148837,8189.99,9533.57,11515.0,9590.0,8134.23,7795.51,7949.3,7090.14,6840.23,6923.91,6813.01
2018-03-26,8134.23,-0.04046713461426167,0.8861664087743011,8600.0,9131.34,11454.0,10324.0,7795.51,7949.3,7090.14,6840.23,6923.91,6813.01,7056.0
2018-03-27,7795.51,-0.042533156531052586,0.8952616692256155,8909.98,9150.0,10716.48,10569.04,7949.3,7090.14,6840.23,6923.91,6813.01,7056.0,7405.21
2018-03-28,7949.3,0.019535947550118275,0.8527494684985506,8885.0,8170.0,9910.0,10326.76,7090.14,6840.23,6923.91,6813.01,7056.0,7405.21,6796.1
2018-03-29,7090.14,-0.11437878800473697,0.9201702423589364,8722.9,8240.98,9271.64,10920.0,6840.23,6923.91,6813.01,7056.0,7405.21,6796.1,6770.76
2018-03-30,6840.23,-0.03588372967026073,0.922947123023095,8898.03,8260.0,9227.0,11039.0,6923.91,6813.01,7056.0,7405.21,6796.1,6770.76,6601.39
2018-03-31,6923.91,0.012159282162465812,0.8935984014219404,8546.86,7824.8,8770.22,11464.48,6813.01,7056.0,7405.21,6796.1,6770.76,6601.39,6895.8
2018-04-01,6813.01,-0.016146619389951777,0.8886501563647018,8470.15,8189.99,9533.57,11515.0,7056.0,7405.21,6796.1,6770.76,6601.39,6895.8,7018.0
2018-04-02,7056.0,0.03504429913185516,0.8865819418300132,8134.23,8600.0,9131.34,11454.0,7405.21,6796.1,6770.76,6601.39,6895.8,7018.0,6782.72
2018-04-03,7405.21,0.04830548782990234,0.9122646711762512,7795.51,8909.98,9150.0,10716.48,6796.1,6770.76,6601.39,6895.8,7018.0,6782.72,6843.9
2018-04-04,6796.1,-0.08583488829500112,0.9444860899087777,7949.3,8885.0,8170.0,9910.0,6770.76,6601.39,6895.8,7018.0,6782.72,6843.9,6953.79
2018-04-05,6770.76,-0.0037355776454287993,0.9286200902005318,7090.14,8722.9,8240.98,9271.64,6601.39,6895.8,7018.0,6782.72,6843.9,6953.79,7923.0
2018-04-06,6601.39,-0.025333107675319738,0.901431347385392,6840.23,8898.03,8260.0,9227.0,6895.8,7018.0,6782.72,6843.9,6953.79,7923.0,7877.41
2018-04-07,6895.8,0.043632297701987996,0.9017841645029552,6923.91,8546.86,7824.8,8770.22,7018.0,6782.72,6843.9,6953.79,7923.0,7877.41,7999.01
2018-04-08,7018.0,0.017565746540392356,0.9067287644575069,6813.01,8470.15,8189.99,9533.57,6782.72,6843.9,6953.79,7923.0,7877.41,7999.01,8355.0
2018-04-09,6782.72,-0.03410007571887251,0.898921192099849,7056.0,8134.23,8600.0,9131.34,6843.9,6953.79,7923.0,7877.41,7999.01,8355.0,8064.92
2018-04-10,6843.9,0.008979543142650856,0.8384645254667303,7405.21,7795.51,8909.98,9150.0,6953.79,7923.0,7877.41,7999.01,8355.0,8064.92,7885.02
2018-04-11,6953.79,0.015929090097948514,0.8353356958783802,6796.1,7949.3,8885.0,8170.0,7923.0,7877.41,7999.01,8355.0,8064.92,7885.02,8173.0
2018-04-12,7923.0,0.1304830873003545,0.9666761605426548,6770.76,7090.14,8722.9,8240.98,7877.41,7999.01,8355.0,8064.92,7885.02,8173.0,8278.0
2018-04-13,7877.41,-0.005770752343539542,0.8840230146386336,6601.39,6840.23,8898.03,8260.0,7999.01,8355.0,8064.92,7885.02,8173.0,8278.0,8856.98
2018-04-14,7999.01,0.015318614382607587,0.8852647963362332,6895.8,6923.91,8546.86,7824.8,8355.0,8064.92,7885.02,8173.0,8278.0,8856.98,8915.31
2018-04-15,8355.0,0.043542378025184125,0.8987810012561127,7018.0,6813.01,8470.15,8189.99,8064.92,7885.02,8173.0,8278.0,8856.98,8915.31,8787.02
2018-04-16,8064.92,-0.035336369924218125,0.8867476163340928,6782.72,7056.0,8134.23,8600.0,7885.02,8173.0,8278.0,8856.98,8915.31,8787.02,8934.01
2018-04-17,7885.02,-0.022559035249717883,0.8753958025033564,6843.9,7405.21,7795.51,8909.98,8173.0,8278.0,8856.98,8915.31,8787.02,8934.01,9619.99
2018-04-18,8173.0,0.03587128166057163,0.8671764652039718,6953.79,6796.1,7949.3,8885.0,8278.0,8856.98,8915.31,8787.02,8934.01,9619.99,8869.99
2018-04-19,8278.0,0.012765354792547949,0.8585347913820666,7923.0,6770.76,7090.14,8722.9,8856.98,8915.31,8787.02,8934.01,9619.99,8869.99,9266.0
2018-04-20,8856.98,0.06760445539741863,0.8926213860669031,7877.41,6601.39,6840.23,8898.03,8915.31,8787.02,8934.01,9619.99,8869.99,9266.0,8915.35
2018-04-21,8915.31,0.006564174841321903,0.8904227378303825,7999.01,6895.8,6923.91,8546.86,8787.02,8934.01,9619.99,8869.99,9266.0,8915.35,9348.0
2018-04-22,8787.02,-0.014494390964487373,0.8891890251752859,8355.0,7018.0,6813.01,8470.15,8934.01,9619.99,8869.99,9266.0,8915.35,9348.0,9419.0
2018-04-23,8934.01,0.01658970964796054,0.879179852360044,8064.92,6782.72,7056.0,8134.23,9619.99,8869.99,9266.0,8915.35,9348.0,9419.0,9246.01
2018-04-24,9619.99,0.07397788292728111,0.9136958974110596,7885.02,6843.9,7405.21,7795.51,8869.99,9266.0,8915.35,9348.0,9419.0,9246.01,9071.48
2018-04-25,8869.99,-0.08116955625089858,0.9491078722855848,8173.0,6953.79,6796.1,7949.3,9266.0,8915.35,9348.0,9419.0,9246.01,9071.48,9247.84
2018-04-26,9266.0,0.04367811806931989,0.9448100256482427,8278.0,7923.0,6770.76,7090.14,8915.35,9348.0,9419.0,9246.01,9071.48,9247.84,9750.0
2018-04-27,8915.35,-0.038577276775288154,0.9558256357908999,8856.98,7877.41,6601.39,6840.23,9348.0,9419.0,9246.01,9071.48,9247.84,9750.0,9713.99
2018-04-28,9348.0,0.047387906457443105,0.8664069337769391,8915.31,7999.01,6895.8,6923.91,9419.0,9246.01,9071.48,9247.84,9750.0,9713.99,9864.0
2018-04-29,9419.0,0.0075665091640684835,0.851060410695564,8787.02,8355.0,7018.0,6813.01,9246.01,9071.48,9247.84,9750.0,9713.99,9864.0,9659.01
2018-04-30,9246.01,-0.018536818726453352,0.8570951840840909,8934.01,8064.92,6782.72,7056.0,9071.48,9247.84,9750.0,9713.99,9864.0,9659.01,9365.0
2018-05-01,9071.48,-0.019056680995625856,0.8582564708839033,9619.99,7885.02,6843.9,7405.21,9247.84,9750.0,9713.99,9864.0,9659.01,9365.0,9187.56
2018-05-02,9247.84,0.01925458462369398,0.8541087605260833,8869.99,8173.0,6953.79,6796.1,9750.0,9713.99,9864.0,9659.01,9365.0,9187.56,9310.0
2018-05-03,9750.0,0.05287727426746115,0.8568999356664575,9266.0,8278.0,7923.0,6770.76,9713.99,9864.0,9659.01,9365.0,9187.56,9310.0,9002.2
2018-05-04,9713.99,-0.003700170528775011,0.7873569465482684,8915.35,8856.98,7877.41,6601.39,9864.0,9659.01,9365.0,9187.56,9310.0,9002.2,8400.0
2018-05-05,9864.0,0.015324651381062362,0.7853952531729879,9348.0,8915.31,7999.01,6895.8,9659.01,9365.0,9187.56,9310.0,9002.2,8400.0,8465.94
2018-05-06,9659.01,-0.02100060736155858,0.7829070008037118,9419.0,8787.02,8355.0,7018.0,9365.0,9187.56,9310.0,9002.2,8400.0,8465.94,8679.71
2018-05-07,9365.0,-0.03091182260443279,0.7889765558179992,9246.01,8934.01,8064.92,6782.72,9187.56,9310.0,9002.2,8400.0,8465.94,8679.71,8663.34
2018-05-08,9187.56,-0.019128940766176317,0.7950250218374355,9071.48,9619.99,7885.02,6843.9,9310.0,9002.2,8400.0,8465.94,8679.71,8663.34,8462.0
2018-05-09,9310.0,0.013238696159100179,0.7797405578753187,9247.84,8869.99,8173.0,6953.79,9002.2,8400.0,8465.94,8679.71,8663.34,8462.0,8330.0
2018-05-10,9002.2,-0.03362009937998716,0.7948371797734771,9750.0,9266.0,8278.0,7923.0,8400.0,8465.94,8679.71,8663.34,8462.0,8330.0,8041.46
2018-05-11,8400.0,-0.0692372860597206,0.8399129000678557,9713.99,8915.35,8856.98,7877.41,8465.94,8679.71,8663.34,8462.0,8330.0,8041.46,8239.81
2018-05-12,8465.94,0.007819349052131747,0.7106807080198454,9864.0,9348.0,8915.31,7999.01,8679.71,8663.34,8462.0,8330.0,8041.46,8239.81,8233.49
2018-05-13,8679.71,0.02493706307447925,0.7144027682101555,9659.01,9419.0,8787.02,8355.0,8663.34,8462.0,8330.0,8041.46,8239.81,8233.49,8526.98
2018-05-14,8663.34,-0.0018877884641445746,0.7132592549911866,9365.0,9246.01,8934.01,8064.92,8462.0,8330.0,8041.46,8239.81,8233.49,8526.98,8381.24
2018-05-15,8462.0,-0.023514777213858397,0.7031629307389574,9187.56,9071.48,9619.99,7885.02,8330.0,8041.46,8239.81,8233.49,8526.98,8381.24,7977.11
2018-05-16,8330.0,-0.01572209611912437,0.6938749885108426,9310.0,9247.84,8869.99,8173.0,8041.46,8239.81,8233.49,8526.98,8381.24,7977.11,7501.95
2018-05-17,8041.46,-0.03525279743391407,0.7006966067350444,9002.2,9750.0,9266.0,8278.0,8239.81,8233.49,8526.98,8381.24,7977.11,7501.95,7575.01
2018-05-18,8239.81,0.024366626658270284,0.6945411483563408,8400.0,9713.99,8915.35,8856.98,8233.49,8526.98,8381.24,7977.11,7501.95,7575.01,7457.0
2018-05-19,8233.49,-0.0007673022782413454,0.6930796871829406,8465.94,9864.0,9348.0,8915.31,8526.98,8381.24,7977.11,7501.95,7575.01,7457.0,7333.96
2018-05-20,8526.98,0.03502527114150157,0.6615766156972878,8679.71,9659.01,9419.0,8787.02,8381.24,7977.11,7501.95,7575.01,7457.0,7333.96,7338.99
2018-05-21,8381.24,-0.01723937935867626,0.6632388454959802,8663.34,9365.0,9246.01,8934.01,7977.11,7501.95,7575.01,7457.0,7333.96,7338.99,7099.0
2018-05-22,7977.11,-0.04941968442854542,0.6823920259275884,8462.0,9187.56,9071.48,9619.99,7501.95,7575.01,7457.0,7333.96,7338.99,7099.0,7461.29
2018-05-23,7501.95,-0.061413203731023915,0.7076603035028006,8330.0,9310.0,9247.84,8869.99,7575.01,7457.0,7333.96,7338.99,7099.0,7461.29,7375.96
2018-05-24,7575.01,0.009691684778452453,0.6495590229685935,8041.46,9002.2,9750.0,9266.0,7457.0,7333.96,7338.99,7099.0,7461.29,7375.96,7485.01
2018-05-25,7457.0,-0.015701482964916948,0.5945047311772874,8239.81,8400.0,9713.99,8915.35,7333.96,7338.99,7099.0,7461.29,7375.96,7485.01,7521.01
2018-05-26,7333.96,-0.016637572977028725,0.5679789234367913,8233.49,8465.94,9864.0,9348.0,7338.99,7099.0,7461.29,7375.96,7485.01,7521.01,7640.03
2018-05-27,7338.99,0.0006856153939101124,0.5576127846101878,8526.98,8679.71,9659.01,9419.0,7099.0,7461.29,7375.96,7485.01,7521.01,7640.03,7714.26
2018-05-28,7099.0,-0.03324730192129037,0.5298002044669351,8381.24,8663.34,9365.0,9246.01,7461.29,7375.96,7485.01,7521.01,7640.03,7714.26,7487.0
2018-05-29,7461.29,0.049774392461102136,0.565817278163239,7977.11,8462.0,9187.56,9071.48,7375.96,7485.01,7521.01,7640.03,7714.26,7487.0,7625.0
2018-05-30,7375.96,-0.011502258272255131,0.5646628366128721,7501.95,8330.0,9310.0,9247.84,7485.01,7521.01,7640.03,7714.26,7487.0,7625.0,7658.84
2018-05-31,7485.01,0.014676290629947557,0.5682453972850768,7575.01,8041.46,9002.2,9750.0,7521.01,7640.03,7714.26,7487.0,7625.0,7658.84,7691.08
2018-06-01,7521.01,0.0047980835777630265,0.5622338382242407,7457.0,8239.81,8400.0,9713.99,7640.03,7714.26,7487.0,7625.0,7658.84,7691.08,7603.44
2018-06-02,7640.03,0.015701092418484074,0.5262996436374654,7333.96,8233.49,8465.94,9864.0,7714.26,7487.0,7625.0,7658.84,7691.08,7603.44,7491.73
2018-06-03,7714.26,0.009669034297781922,0.5297700831652588,7338.99,8526.98,8679.71,9659.01,7487.0,7625.0,7658.84,7691.08,7603.44,7491.73,6764.99
2018-06-04,7487.0,-0.02990238092152404,0.5285349722382148,7099.0,8381.24,8663.34,9365.0,7625.0,7658.84,7691.08,7603.44,7491.73,6764.99,6872.0
2018-06-05,7625.0,0.01826413924492724,0.5351954066004939,7461.29,7977.11,8462.0,9187.56,7658.84,7691.08,7603.44,7491.73,6764.99,6872.0,6530.0
2018-06-06,7658.84,0.004428213760099597,0.5302283162543378,7375.96,7501.95,8330.0,9310.0,7691.08,7603.44,7491.73,6764.99,6872.0,6530.0,6292.78
2018-06-07,7691.08,0.004200679535544633,0.5295916386490622,7485.01,7575.01,8041.46,9002.2,7603.44,7491.73,6764.99,6872.0,6530.0,6292.78,6635.98
2018-06-08,7603.44,-0.011460439324659283,0.5253322354219355,7521.01,7457.0,8239.81,8400.0,7491.73,6764.99,6872.0,6530.0,6292.78,6635.98,6388.9
2018-06-09,7491.73,-0.014801030973022017,0.5172559780467033,7640.03,7333.96,8233.49,8465.94,6764.99,6872.0,6530.0,6292.78,6635.98,6388.9,6483.98
2018-06-10,6764.99,-0.1020389620663794,0.5768520970613243,7714.26,7338.99,8526.98,8679.71,6872.0,6530.0,6292.78,6635.98,6388.9,6483.98,6449.61
2018-06-11,6872.0,0.015694401256895668,0.5800804546096792,7487.0,7099.0,8381.24,8663.34,6530.0,6292.78,6635.98,6388.9,6483.98,6449.61,6712.46
2018-06-12,6530.0,-0.05104824139361455,0.5879993699893378,7625.0,7461.29,7977.11,8462.0,6292.78,6635.98,6388.9,6483.98,6449.61,6712.46,6741.21
2018-06-13,6292.78,-0.03700399883342598,0.5950042139215507,7658.84,7375.96,7501.95,8330.0,6635.98,6388.9,6483.98,6449.61,6712.46,6741.21,6761.51
2018-06-14,6635.98,0.05310341400496915,0.6329718943247804,7691.08,7485.01,7575.01,8041.46,6388.9,6483.98,6449.61,6712.46,6741.21,6761.51,6718.84
2018-06-15,6388.9,-0.03794424886387517,0.6410334025410862,7603.44,7521.01,7457.0,8239.81,6483.98,6449.61,6712.46,6741.21,6761.51,6718.84,6045.0
2018-06-16,6483.98,0.014772409756933736,0.63883876481915,7491.73,7640.03,7333.96,8233.49,6449.61,6712.46,6741.21,6761.51,6718.84,6045.0,6149.98
2018-06-17,6449.61,-0.005314855489628235,0.6287022847571312,6764.99,7714.26,7338.99,8526.98,6712.46,6741.21,6761.51,6718.84,6045.0,6149.98,6136.97
2018-06-18,6712.46,0.03994583692225749,0.6503962755374733,6872.0,7487.0,7099.0,8381.24,6741.21,6761.51,6718.84,6045.0,6149.98,6136.97,6252.0
2018-06-19,6741.21,0.004273933248472515,0.6341435325791422,6530.0,7625.0,7461.29,7977.11,6761.51,6718.84,6045.0,6149.98,6136.97,6252.0,6070.78
2018-06-20,6761.51,0.003006803857909355,0.6342959994738521,6292.78,7658.84,7375.96,7501.95,6718.84,6045.0,6149.98,6136.97,6252.0,6070.78,6133.73
2018-06-21,6718.84,-0.006330717304896108,0.6156962235502487,6635.98,7691.08,7485.01,7575.01,6045.0,6149.98,6136.97,6252.0,6070.78,6133.73,5853.98
2018-06-22,6045.0,-0.10568403652030066,0.681901627995526,6388.9,7603.44,7521.01,7457.0,6149.98,6136.97,6252.0,6070.78,6133.73,5853.98,6197.92
2018-06-23,6149.98,0.01721734571386217,0.6847469668396542,6483.98,7491.73,7640.03,7333.96,6136.97,6252.0,6070.78,6133.73,5853.98,6197.92,6390.07
2018-06-24,6136.97,-0.0021176947675519654,0.6842001656655347,6449.61,6764.99,7714.26,7338.99,6252.0,6070.78,6133.73,5853.98,6197.92,6390.07,6356.81
2018-06-25,6252.0,0.01857027754616394,0.6886375892016352,6712.46,6872.0,7487.0,7099.0,6070.78,6133.73,5853.98,6197.92,6390.07,6356.81,6615.29
2018-06-26,6070.78,-0.029414314919623725,0.6933210360649134,6741.21,6530.0,7625.0,7461.29,6133.73,5853.98,6197.92,6390.07,6356.81,6615.29,6513.86
2018-06-27,6133.73,0.010315950128999891,0.6886648949305986,6761.51,6292.78,7658.84,7375.96,5853.98,6197.92,6390.07,6356.81,6615.29,6513.86,6586.98
2018-06-28,5853.98,-0.04668127597212111,0.6743681488331813,6718.84,6635.98,7691.08,7485.01,6197.92,6390.07,6356.81,6615.29,6513.86,6586.98,6529.2
2018-06-29,6197.92,0.05709198009628982,0.7114220716831983,6045.0,6388.9,7603.44,7521.01,6390.07,6356.81,6615.29,6513.86,6586.98,6529.2,6609.78
2018-06-30,6390.07,0.03053147105325548,0.7192721485770801,6149.98,6483.98,7491.73,7640.03,6356.81,6615.29,6513.86,6586.98,6529.2,6609.78,6756.98
2018-07-01,6356.81,-0.005218543750520015,0.7183551112821815,6136.97,6449.61,6764.99,7714.26,6615.29,6513.86,6586.98,6529.2,6609.78,6756.98,6712.1
2018-07-02,6615.29,0.039856957168599896,0.7321811803907858,6252.0,6712.46,6872.0,7487.0,6513.86,6586.98,6529.2,6609.78,6756.98,6712.1,6662.12
2018-07-03,6513.86,-0.01545142191173791,0.7311751766163939,6070.78,6741.21,6530.0,7625.0,6586.98,6529.2,6609.78,6756.98,6712.1,6662.12,6296.91
2018-07-04,6586.98,0.01116275891798502,0.7280466926633992,6133.73,6761.51,6292.78,7658.84,6529.2,6609.78,6756.98,6712.1,6662.12,6296.91,6378.07
2018-07-05,6529.2,-0.00881054907261458,0.7236113756777008,5853.98,6718.84,6635.98,7691.08,6609.78,6756.98,6712.1,6662.12,6296.91,6378.07,6250.57
2018-07-06,6609.78,0.012265946107273903,0.725434223813405,6197.92,6045.0,6388.9,7603.44,6756.98,6712.1,6662.12,6296.91,6378.07,6250.57,6214.57
2018-07-07,6756.98,0.022025674267196312,0.7308957726219935,6390.07,6149.98,6483.98,7491.73,6712.1,6662.12,6296.91,6378.07,6250.57,6214.57,6251.99
2018-07-08,6712.1,-0.006664176929376997,0.7304970648046234,6356.81,6136.97,6449.61,6764.99,6662.12,6296.91,6378.07,6250.57,6214.57,6251.99,6353.01
2018-07-09,6662.12,-0.0074741155247471025,0.7295997803705522,6615.29,6252.0,6712.46,6872.0,6296.91,6378.07,6250.57,6214.57,6251.99,6353.01,6723.35
2018-07-10,6296.91,-0.05637871533387015,0.667005739944649,6513.86,6070.78,6741.21,6530.0,6378.07,6250.57,6214.57,6251.99,6353.01,6723.35,7317.44
2018-07-11,6378.07,0.01280650687076354,0.6660956925298165,6586.98,6133.73,6761.51,6292.78,6250.57,6214.57,6251.99,6353.01,6723.35,7317.44,7381.9
2018-07-12,6250.57,-0.020192884165139598,0.6461799711897442,6529.2,5853.98,6718.84,6635.98,6214.57,6251.99,6353.01,6723.35,7317.44,7381.9,7466.21
2018-07-13,6214.57,-0.005776124470448971,0.633617442642899,6609.78,6197.92,6045.0,6388.9,6251.99,6353.01,6723.35,7317.44,7381.9,7466.21,7337.53
2018-07-14,6251.99,0.006003277950393231,0.6041580281669283,6756.98,6390.07,6149.98,6483.98,6353.01,6723.35,7317.44,7381.9,7466.21,7337.53,7398.78
2018-07-15,6353.01,0.016028903272869762,0.5929559323412189,6712.1,6356.81,6136.97,6449.61,6723.35,7317.44,7381.9,7466.21,7337.53,7398.78,7394.79
2018-07-16,6723.35,0.05665782588138391,0.6234702668706394,6662.12,6615.29,6252.0,6712.46,7317.44,7381.9,7466.21,7337.53,7398.78,7394.79,7721.01
2018-07-17,7317.44,0.08467399780455212,0.6873602001469202,6296.91,6513.86,6070.78,6741.21,7381.9,7466.21,7337.53,7398.78,7394.79,7721.01,8397.24
2018-07-18,7381.9,0.008770518023086779,0.6754578467795488,6378.07,6586.98,6133.73,6761.51,7466.21,7337.53,7398.78,7394.79,7721.01,8397.24,8175.64
2018-07-19,7466.21,0.011356449556526297,0.676055194432144,6250.57,6529.2,5853.98,6718.84,7337.53,7398.78,7394.79,7721.01,8397.24,8175.64,7920.0
2018-07-20,7337.53,-0.01738523387631885,0.6799369985765215,6214.57,6609.78,6197.92,6045.0,7398.78,7394.79,7721.01,8397.24,8175.64,7920.0,8188.57
2018-07-21,7398.78,0.008312848021666184,0.6794005679951775,6251.99,6756.98,6390.07,6149.98,7394.79,7721.01,8397.24,8175.64,7920.0,8188.57,8225.04
2018-07-22,7394.79,-0.0005394235599317676,0.5548594230269455,6353.01,6712.1,6356.81,6136.97,7721.01,8397.24,8175.64,7920.0,8188.57,8225.04,8211.0
2018-07-23,7721.01,0.0431694863012378,0.568262522811247,6723.35,6662.12,6615.29,6252.0,8397.24,8175.64,7920.0,8188.57,8225.04,8211.0,8173.92
2018-07-24,8397.24,0.08395789593441796,0.6261357425280505,7317.44,6296.91,6513.86,6070.78,8175.64,7920.0,8188.57,8225.04,8211.0,8173.92,7730.93
2018-07-25,8175.64,-0.026744079248490246,0.6385679724919978,7381.9,6378.07,6586.98,6133.73,7920.0,8188.57,8225.04,8211.0,8173.92,7730.93,7604.58
2018-07-26,7920.0,-0.031767795354452955,0.6403973572500218,7466.21,6250.57,6529.2,5853.98,8188.57,8225.04,8211.0,8173.92,7730.93,7604.58,7525.71
2018-07-27,8188.57,0.033348073619131544,0.6460689151359724,7337.53,6214.57,6609.78,6197.92,8225.04,8211.0,8173.92,7730.93,7604.58,7525.71,7418.78
2018-07-28,8225.04,0.004443880416028875,0.6137874735862284,7398.78,6251.99,6756.98,6390.07,8211.0,8173.92,7730.93,7604.58,7525.71,7418.78,7009.84
2018-07-29,8211.0,-0.001708441134843017,0.592515502133698,7394.79,6353.01,6712.1,6356.81,8173.92,7730.93,7604.58,7525.71,7418.78,7009.84,7024.19
2018-07-30,8173.92,-0.004526120762384564,0.5893708063052469,7721.01,6723.35,6662.12,6615.29,7730.93,7604.58,7525.71,7418.78,7009.84,7024.19,6934.82
2018-07-31,7730.93,-0.05571943212300709,0.6288511302112268,8397.24,7317.44,6296.91,6513.86,7604.58,7525.71,7418.78,7009.84,7024.19,6934.82,6720.06
2018-08-01,7604.58,-0.016478468479518643,0.6219297416827875,8175.64,7381.9,6378.07,6586.98,7525.71,7418.78,7009.84,7024.19,6934.82,6720.06,6285.0
2018-08-02,7525.71,-0.010425539018218475,0.6201301353612465,7920.0,7466.21,6250.57,6529.2,7418.78,7009.84,7024.19,6934.82,6720.06,6285.0,6529.79
2018-08-03,7418.78,-0.014310535167938794,0.6232051352888484,8188.57,7337.53,6214.57,6609.78,7009.84,7024.19,6934.82,6720.06,6285.0,6529.79,6144.01
2018-08-04,7009.84,-0.05669974692594556,0.6570288487630582,8225.04,7398.78,6251.99,6756.98,7024.19,6934.82,6720.06,6285.0,6529.79,6144.01,6232.35
2018-08-05,7024.19,0.002045029831224618,0.656057351589576,8211.0,7394.79,6353.01,6712.1,6934.82,6720.06,6285.0,6529.79,6144.01,6232.35,6308.33
2018-08-06,6934.82,-0.012804807950119665,0.6539397485934705,8173.92,7721.01,6723.35,6662.12,6720.06,6285.0,6529.79,6144.01,6232.35,6308.33,6246.35
2018-08-07,6720.06,-0.031458015064116024,0.6631863866536212,7730.93,8397.24,7317.44,6296.91,6285.0,6529.79,6144.01,6232.35,6308.33,6246.35,6188.08
